index,id,Answer,explaination
216.0,Set_8: q23,D. Chronic lymphocytic leukemia,"Chronic lymphocytic leukemia (CLL) is a neoplastic proliferation of lymphoid cells. It is more common in males, an average of presentation is 60 years. Patients may be asymptomatic. They may present with the symp - toms of fatigue and weight loss. Physical examination shows lymphadenopathy and hepatosplenomegaly. CLL is associated with warm antibody autoimmune hemo - lytic anemia. Common complication is a bacterial infec - tion due to hypogammaglobulinemia and neutropenia. Peripheral blood smears show increased number of nor - mal appearing lymphocytes. Numerous smudge cells are 62 present due to the fragility of the neoplastic cells. Bone marrow findings include numerous normal-appearing neoplastic lymphocytes. CLL rarely transforms into large cell lymphoma."
217.0,Set_8: q24,E. Emperipolesis,"Emperipolesis is presence of one intact cell within another cell cytoplasm. The microscopic picture of ques - tion shows neutrophils in the cytoplasm of megakaryo - cytes. It may occur in reactive or myeloproliferative disorders (MPD) conditions, most commonly in polycy - themia vera."
218.0,Set_8: q25,C. Platelet count,The platelet count is the most consistently abnormal laboratory test in Thrombotic thrombocytopenic purpura (TTP). Few experts use lactate dehydrogenase levels and creatinine levels to monitor a patient with TTP but the platelet count is the best indicator of response to therapy.
219.0,Set_8: q26,C. Factor X deficiency,Amyloidosis is associated with acquired factor Xa deficiency because of its heavy amyloid affinity. Patients usually present with easy bruisability. Laboratory find - ings show elevated PT and aPTT.
220.0,Set_8: q27,C. Hyperdiploidy,"Hyperdiploidy carries a good prognosis for pre-B Childhood ALL. Other good indicators of B-ALL prog - nosis are t(12, 21), younger diagnostic age (1–9 years), female gender, and low white blood cells count (less than 50,000)."
221.0,Set_8: q28,A. 20–24 °C,"Platelets require careful handling while collection, preparation, and transfusion. The bags in which platelets are stored are made from gas-permeable plastic to allow sufficient oxygen to maintain aerobic respiration. Platelets should be stored at 20–24°C.  Storage at low temperature leads to irreversible changes on the platelet membrane, resulting in phagocytosis. Higher tempera - ture may lead to an increase in bacterial infections."
222.0,Set_8: q29,C. IgMWaldenström macroglobulinemia (WM) is a neo -,"plasm of plasmacytoid lymphocytes. It is monoclonal IgM gammopathy in the blood. Patients usually present with anemia, fever, night sweats, weight loss. Physical examination reveals enlarged lymph nodes and hepato - splenomegaly. Hyperviscosity syndrome may involve central nervous system causing blurring or loss of vision, headache, ataxia, dementia and stroke. Bone marrow biopsy must show more than 10% infiltration by small lymphocytes displaying differentiation of plasmacytoid cells or plasma cells."
223.0,Set_8: q30,D. Factor VII deficiency,"Factor VII deficiency is an inherited autosomal reces - sive bleeding disorder. In Factor VII deficiency, pro - thrombin time is increased while aPTT remains normal. Patients present with bleeding episode after injury or surgery."
224.0,Set_8: q31,A. 35 days,"The most common anticoagulant-preservative solu - tion used for whole blood preservation in blood bank is CPDA-1 (citrate phosphate dextrose adenine). Other solutions are: CPD (citrate phosphate dextrose) CP2D (citrate phosphate dextrose dextrose) ACD-A (citrate dextrose anticoagulant A) CDPA-1 has a shelf life of 35 days while other prod - ucts like CPD, CP2D, and ACD-A have a shelf life of 21 days."
225.0,Set_8: q32,A. Infectious mononucleosis,"Infectious mononucleosis is caused by Epstein–Barr virus. The patient usually presents with fever, lymphade - nopathy, and pharyngitis with symptoms of infectious mononucleosis. Monospot test is positive. Peripheral blood smear shows atypical lymphocytes. Atypical lym - phocytes have abundant cytoplasm and irregular nuclei. Red blood cells usually surround and indent the atypical lymphocytes. Infectious mononucleosis is a self-limited condition."
226.0,Set_8: q33,D. After splenectomy,Red cell inclusions (figure of eight) are called Cabot’s rings. They are usually thread like red to violet rings and are remnants from the mitotic spindle. They are usually found in megaloblastic anemia and after splenectomy.
227.0,Set_8: q34,C. Ankyrin,"Hereditary spherocytosis (HS) is an autosomal dominant disease showing deficiency of spectrin, ankyrin leading to red blood cell fragility. It forces the red blood cells in a spherical shape. Spherical cells are less deformable, become trapped within the spleen and are then phagocytosed. Patients present with ane - mia, splenomegaly, and jaundice. Patients may develop cholelithiasis (bilirubin gallstones). Osmotic fragility test is positive (RBCs get lysis in hypotonic salt). Mean corpuscular hemoglobin concentration (MCHC) is increased. Peripheral blood smear shows spherocytes."
228.0,Set_8: q35,B. Acute monocytic leukemia,"Acute monocytic leukemia (AML-M5a) involves extramedullary sites, such as gums, skin, and central nervous system. Cells usually seen are malignant pro - monocytes, which are recognized by their delicately creased tissue-paper nuclei."
229.0,Set_8: q36,D TdT positivity,"Terminal deoxynucleotidyl transferase (TdT) is a nuclear enzyme that polymerizes triphosphate deoxy - nucleoside commonly found in immature pre-B, and pre-T lymphoid cells. TdT staining is positive in both B and T cell ALL (T-ALL), thus helping to distinguish ALL from mature lymphoid malignancies."
230.0,Set_8: q37,B. Brilliant cresyl blue,"Reticulocytes are precursors to red blood cells, released from the bone marrow into the bloodstream and that contain remnants of ribonucleic acid (RNA) and ribosomes but no nucleus. A reticulocyte test is used to help evaluate conditions that affect red blood cells such as anemia or bone marrow disorders. It indicates the amount of red blood cell production taking place in the bone marrow. Supravital stain (methylene blue or bril - liant cresyl blue is commonly used to stain reticulocytes, RNA appears as blue precipitating granules or filaments within the red cells."
231.0,Set_8: q38,"A. Decreased MCV , Increased RDW","Iron deficiency anemia is present with a decreased mean corpuscular volume (MCV) because the red blood cells are smaller. Anemia is considered microcytic when the MCV is less than 80 fL. Microcytosis is associated with decreased hemoglobin content within the RBC (mean corpuscular hemoglobin, MCH). This results in a microcytic and hypochromic appearance on the blood smear. RBCs are also variably sized, ranging from small to normal increasing red blood cell distribution width (RDW)."
232.0,Set_8: q39,C. Fibrinogen Degradation Products (FDP),"Disseminated intravascular coagulation is the activa - tion of the coagulation cascade, which leads to micro - thrombi and consumption of platelets and coagulation factors (II, V , VIII, and fibrinogen). DIC results from the release of tissue thromboplastin or activation of the intrinsic pathway. Common causes include obstetric complications (preeclampsia, retained fetus or abruptio placentae) gram-negative sepsis malignancy and acute promyelocytic leukemia). Period of prothrombin (PT), aPTT, prothrombin time and bleeding time is increased. Fibrinogen platelet counts are decreased. Fibrinogen degradation products are the most sensitive test for dis - seminated intravascular coagulation (DIC)."
233.0,Set_8: q40,A. Acute lymphoblastic leukemia,Cytochemical studies help in differentiating types of leukemias. Lymphoblasts usually reveal PAS-positive granules. Myeloperoxidase cytochemical stain is used to differentiate myeloid leukemia from acute lymphoblas - tic leukemia.
234.0,Set_8: q41,C. Myeloperoxidase,"Either the existence of Auer rods, cytochemical posi - tivity for myeloperoxidase, or the presence of ample myeloid/monocytic markers detected by immunopheno - typing indicate the leukemic cells of myeloid origin. Myeloperoxidase (MPO) is found in myeloid and monocytic cell granules but is absent from lymphocytes. Therefore, it is an important marker for distinguishing myeloid from lymphoid blasts. Staining is used to dif - ferentiate acute myeloid leukemia (AML) and other myeloid leukemias from lymphoid disorders."
235.0,Set_8: q42,D. Mixed phenotype acute leukemia,"Mixed phenotype acute leukemia (MPAL) is a rare type of leukemia where more than one type of leukemia occurs at the same time. In MPAL, either both acute lymphoblastic leukemia (ALL) blasts (cancer cells) and acute myeloblastic leukemia (AML) blasts at the same time or leukemic blasts exhibit the features of both ALL and AML on the same cell. Symptoms of MPAL include anemia, fatigue, bleeding or bruising, recurrent infec - tions, bone and joint pain, abdominal distress, weight loss, swollen lymph nodes, and trouble breathing."
236.0,Set_8: q43,D. Chronic myeloid leukemia,"Chronic myeloid leukemia is characterized by a marked neutrophilic leukocytosis and basophilia in the peripheral blood. Patients usually present with fatigue, malaise, weight loss and tenderness over the lower ster - num. Physical examination may show hepatospleno - megaly. Laboratory findings show mild anemia and thrombocytosis. Bone marrow is hypercellular with a marked granulocytic hyperplasia. Bone marrow contains numerous myelocytes, segmented neutrophils, and baso - phils. Abnormal tyrosine kinase is produced due to translocation between chromosomes 9 and 22. Philadelphia chromosome is characteristic of chronic myeloid leukemia. Chronic myeloid leukemia usually has BCR-  ABL fusion gene."
