id,Question,A,B,C,D,E,F
Set_10: q12, A 12-year-old male boy is evaluated by an otolaryngolo - gist for chronic nasal obstruction and purulent rhinor - rhea for the last couple of months. Nasal endoscopy demonstrates a large multi-lobulated polyp herniating into the right vestibule. CT scan shows a large mass fill - ing the right nasal cavity with post-obstructive pansinus - itis and destructive invasion of bone by tumor cells. What is the diagnosis?,A. Rhabdomyosarcoma,B. Lymphoproliferative disorders,C. Nevoid basal cell carcinoma,D. Non-Hodgkin lymphoma,E. Olfactory neuroblastoma,
Set_10: q13, A 13-year-old male presents with a 1.5 cm mass in the anterolateral neck. His mother states that she noticed the mass when the patient had a growth spurt. There is no change in the mass. Resection is done. Microscopic examination shows cells overly a stroma with a dense polymorphic lymphocytic infiltrate. What is the diagnosis?,A. Thyroglossal duct cyst,B. Hodgkin lymphoma,C. Marginal zone lymphoma,D. Mantle cell lymphoma,E. Branchial cleft cyst,
Set_10: q14," A 62-year-old male, heavy smoker, presents with a large mass in the oral cavity. Physical examination shows large fungating mass in the oral cavity. Biopsies are taken and histology shows elongated fronds of surface growth with marked keratosis. Photograph of the oral cavity and microscopic picture are shown below. What is the  diagnosis? 10 Head and Neck 79",A. Squamous cell carcinoma,B. Verrucous carcinoma,C. Mucoepidermoid carcinoma,D. Low-grade adenocarcinoma,E. Adenoid cystic carcinoma,
Set_10: q15, A 45-year-old male presents with small 4  cm right parotid mass. Histological features are composed of prominent layer of the basal cells arranged in a trabecu - lar pattern. What is the diagnosis?,A. Warthin tumor,B. Mucoepidermoid carcinoma,C. Sebaceous hyperplasia,D. Adenoid cystic carcinoma,E. Basal cell adenoma,
Set_10: q16, A 58-year-old female presents with a firm mass in the neck. Biopsies show massive fibrotic tissue with few entrapped thyroid follicles. What is the diagnosis?,A. Thyroid lymphoma,B. Papillary carcinoma of thyroid,C. Follicular carcinoma of thyroid,D. Fibrosing thyroiditis,E. Thyroid adenoma,
Set_10: q17, There are different kinds of thyroid cancers. Which of the following thyroid cancer is characterized by Orphan Annie eye nuclei?,A. Papillary thyroid carcinoma,B. Follicular thyroid carcinoma,C. Hurthle cell carcinoma,D. Medullary thyroid carcinoma,E. Anaplastic thyroid carcinoma,
Set_10: q18, A mass is removed from the middle ear of a 44-year-old man. What is the diagnosis?,A. Cholesteatoma,B. Squamous cell carcinoma,C. Adenoma of the middle ear,D. Cholesterol granuloma,E. Dermoid cyst,
Set_10: q19," A 51-year-old man presents with facial palsy and a parotid mass undergoes a resection. Biopsy of the mass shows tumor cells in cribriform, tubular, and solid pat - terns. What is the diagnosis?",A. Acinic cell carcinoma,B. Warthin tumor,C. Adenoid cystic carcinoma,D. Salivary duct carcinoma,E. Mucoepidermoid carcinoma,
Set_10: q20, Which of the following is the most common site of ori - gin of minor salivary gland neoplasm?,A. Esophagus,B. Bronchi,C. Oral cavity including palate,D. Nasal cavity,E. Trachea,
Set_10: q21, A 50-year-old woman presents with difficulty breathing. Physical examination shows nasal obstruction. A biopsy shows large vacuolated cells and plasma cells. PAS and Gram stain reveals Gram-negative coccobacilli. What is the diagnosis?,A. Wegner’s granulomatosis,B. Tuberculosis,C. Myospherulosis,D. Rhinoscleroma,E. Rhinosporidiosis,
Set_10: q22, A 27-year-old male with a history of Hodgkin lym - phoma which is now in remission presents with lymph - adenopathy in the neck. What is the diagnosis?,A. Reactive histiocytes,B. Recurrent/Persistent Hodgkin lymphoma,C. Anaplastic large cell lymphoma,D. Follicular lymphoma,E. Non-Hodgkin lymphoma,
Set_10: q23, A 67-year-old man presents with pink-red lesion on the right side of the face. The lesion appears to be ulcerated and bleeding. Incisional biopsy is performed and shows nest of atypical squamous cells infiltrating the underly - ing dermis. What is the diagnosis?,A. Basal cell carcinoma,B. Adenoid cystic carcinoma,C. Non-Hodgkin lymphoma,D. Sebaceous carcinoma,E. Squamous cell carcinomaMultiple Choice Questions 80,
Set_11: q1,The incidence and prevalence of regional enteritis are steadily increasing. Common site of regional enteritis is:,A. Rectum,B. Colon,C. Caecum,D. Distal ileum and colon,E. Distal ileum,
Set_11: q2,Which of the following diseases is associated with Helicobacter pylori  infection?,A. Esophagitis,B. Diverticulitis,C. Inflammatory bowel disease,D. Duodenal peptic ulcer,E. Celiac disease,
Set_11: q3,Which of the following gastric neoplasm typically occurs at the junction of pyloric and corpus mucosa?,A. Gastric adenoma,B. Gastric xanthoma,C. Gastric hyperplastic polyps,D. Hamartomatous polyp,E. Gastric carcinoid,
Set_11: q4,"A 48-year-old male with HIV presents with profuse, watery diarrhea of 7  days duration. What is the most likely cause of this patient’s symptoms?",A. Giardia,B. Cryptosporidium,C. Entamoeba histolytica,D. Toxoplasma,E. Histoplasma,
Set_11: q5,"A 25-year-old man presents to a rheumatologist with complaints of joint pain involving the large joints of the legs. On questioning, the patient indicates that exacerba - tions in the joint pain are frequently accompanied by diarrhea. Which of the following gastrointestinal disease is most likely to be implicated as the cause of the patient’s joint problems?",A. Amebic colitis,B. Chronic appendicitis,C. Diverticulosis,D. Pseudomembranous colitis,E. Ulcerative colitis,
Set_11: q6,"A 54-year-old man presents with abdominal pain, fever, and profuse diarrhea. There is a history of recent hospitalization where he was given clindamycin. What is the diagnosis?",A. Ischemic colitis,B. Diversion colitis,C. Clostridium difficile colitis,D. Irritable bowel syndrome,E. Viral gastroenteritis,
Set_11: q7,A biopsy of the GE junction is performed in a 60-year- old male. Biopsy shows Barrett’s esophagus. The patient has an increased risk of which of the following disease?,A. Adenocarcinoma,B. Squamous cell carcinoma,C. Leiomyoma,D. Adenosquamous carcinoma,E. Mucoepidermoid carcinoma,
Set_11: q8,"Which of the following disease is the most likely life - time risk of colon cancer, if left untreated?",A. Ulcerative colitis,B. Familial juvenile polyposis,C. Familial adenomatous polyposis,D. Crohn disease,E. Cowden disease,
Set_11: q9,Gastrin-secreting tumors and elevated gastrin levels are characteristic findings of which of the following disease?,A. Antral G cell hyperplasia,B. Zollinger–Ellison syndrome,C. Gastric antrum syndrome,D. Retained antrum syndrome,E. Menetrier disease,
Set_11: q10," A 60-year-old woman presents to the emergency room with a 5 days of passing maroon, tarry stools. Endoscopy  86 is performed and shows thickening of the mucosal folds, irregular nodularity producing a cobblestone effect and ulceration. What is the diagnosis?",A. Extranodal lymphoma,B. MALToma,C. Diffuse large cell lymphoma,D. Gastric lymphoma,E. Non-Hodgkin lymphoma,
Set_11: q11," A 65-year-old man complains of abdominal pain, thin caliber stools, and fatigue. His hematocrit is 32% and hemoglobin 9 g/dL. He underwent exploratory laparot - omy and a 14  cm segment of his sigmoid colon is removed. What is the diagnosis?",A. Diverticulitis with perforation,B. Ulcerative colitis,C. Intussusception,D. Crohn’s disease,E. Colorectal adenocarcinoma,
Set_11: q12," A 3-year-old child is brought to the emergency room by her parents for 3  weeks of abdominal pain, vomiting, and weight loss. Pain is most severe after eating. On examination, the child appears well, until after she ingests some crackers. At this point, child cries inconsol - ably and grabs her abdomen. Esophageal pH monitoring reveals an abnormally high pH of gastric secretions. What is the diagnosis?",A. Inflammatory bowel disease,B. Malabsorption,C. Collagenous and lymphocytic colitis,D. Menetrier disease,E. Viral enteritis,
Set_11: q13," A 52-year-old woman is undergoing endoscopy to eval - uate persistent gastrointestinal reflux. In the stomach, there is a solitary, well-circumscribed fleshy mass cov - ered with intact mucosa. Further studies show mutation in a gene that encodes tyrosine kinase c-KiT. What is the diagnosis?",A. Adenocarcinoma,B. Lymphoma,C. Epithelioid hemangioendothelioma,D. Gastrointestinal stromal tumor,E. Leiomyoma,
Set_11: q14, A 2-week-old infant with Down syndrome presents with distended abdomen and history of no stools. Bowel sounds are absent. Abdominal X-rays shows megacolon. A sigmoid colon biopsy shows lack of mural ganglion cells. What is the most likely diagnosis?,A. Congenital pyloric stenosis,B. Chagas disease,C. Hirschsprung’s disease,D. Cystic fibrosis,E. Rectal atresia,
Set_11: q15," A 24-month-old girl presents with abdominal pain, diar - rhea, vomiting, and weight loss. Duodenal biopsy reveals crypt hyperplasia, villous atrophy, and intraepithelial lymphocyte infiltration. What is the diagnosis?",A. Intussusception,B. Celiac disease,C. Hirschsprung’s disease,D. Incarcerated hernia,E. V olvulus of bowel,
Set_11: q16, A 40-year-old man comes to the physician office with severe upper abdominal pain. Upper gastrointestinal endoscopy reveals a small ulcer with a clean base in the duodenal bulb. Biopsy of which part of the stomach would demonstrate the infectious agent?,A. Gastric fundus,B. Gastric cardia,C. Pylorus,D. Gastric antrum,E. Body of the stomach,
Set_11: q17, Which is a complication of long-standing GERD (gas - troesophageal reflux disease) and is characterized by columnar metaplasia of the squamous epithelium that normally lines the esophagus?,A. Barrett esophagus,B. Leiomyoma,C. Squamous papilloma,D. Lipoma,E. Adenocarcinoma,
Set_11: q18," A patient presents with diarrhea, cutaneous flushing, bronchospasm, and wheezing. Urine levels of 5-HIAA (5-hydroxyindoleacetic acid) is increased. What is the diagnosis?",A. Peutz–Jeghers syndrome,B. Turcot’s syndrome,C. Carcinoid tumor,D. Gardner’s syndrome,E. Familial adenomatous polyposis (FAP),
Set_11: q19, Which type of gastrointestinal disease is associated with pernicious anemia?,A. Acute hemorrhagic gastritis,B. Gastric cancer,C. Gastroesophageal reflux disease,D. Chronic atrophic gastritis,E. Chronic peptic ulcer,
Set_11: q20, Left supraclavicular adenopathy and Krukenberg’s tumor are usually found in which of the following disease?,A. Esophageal cancer,B. Gastric carcinoma,C. Malignant neoplasms of the small intestine,D. Non-Hodgkin lymphoma,E. Colonic adenocarcinoma11 Gastrointestinal Tract 87,
Set_11: q21," Four cardinal manifestations—arthralgias, diarrhea, abdominal pain, and weight loss are found in which of the following medical condition?",A. Abdominal angina,B. Celiac disease (Sprue),C. Malabsorption,D. Whipple disease,E. Tropical sprue,
Set_11: q22, Failure of the lower esophageal sphincter to relax with swallowing is called as:,A. Achalasia,B. Gastroesophageal reflux disease,C. Pseudoachalasia,D. Esophageal spasm,E. Jackhammer (nutcracker) esophagus,
Set_11: q23, A 55-year-old male presented with a 6-month history of iron-deficiency anemia. Esophagogastroduodenoscopy (EGD) and colonoscopy were performed. Colonoscopy revealed a left sided polypoid colonic mass. Which of the following statements is most accurate regarding this kind of tumor?,A. Associated with carcinoid tumors,B. Most often presents in the left colon,C. Most patients have favorable prognosis,D. Associated with an overlying adenoma,E. Most cases are positive for TTF-1,
Set_11: q24, Which esophageal carcinoma presents mostly in the proximal-two third of the esophagus and frequently metastasizes to mediastinal lymph nodes?,A. Adenocarcinoma,B. Gastrointestinal stromal tumors,C. Squamous cell carcinoma,D. Leiomyosarcoma,E. Barrett esophagus,
Set_11: q25, Which is true for sessile serrated (SSA) polyp?,A. Usually less than 1 mm in size,B. More common in the left colon,C. Always have cytological features of at least low- grade dysplasia,D. Commonly have a high prevalence of KRAS mutations,E. Associated with increased risk for colon cancer,
Set_11: q26, Which of the following bacterial infections can histo - logically mimic ischemic colitis?,A. Enteroadherent Escherichia coli,B. Salmonella typhimurium,C. Clostridium difficile,D. Vibrio cholerae,E. Yersinia pseudotuberculosis,
Set_11: q27, Which of the following statements is most accurate regarding collagenous colitis?,A. Often presents with bloody diarrhea,B. Associated with autoimmune diseases,C. Neutrophils are prominent feature,D. Colonoscopic examination is often abnormal,E. Increased prevalence in men and smokers,
Set_12: q1,"A middle-aged alcoholic man presents in the emergency department with nose bleed. Examination shows dis - tended paraumbilical veins, ascites, and a flapping hand tremor on wrist extension. Which laboratory finding is the best indicator of poor prognosis in this alcoholic patient?",A. Elevated level of serum glutamic oxaloacetic trans - aminase (SGOT),B. Elevated level of serum glutamic pyruvic transami - nase (SGPT),C. Prolonged prothrombin time,D. Elevated level of gamma-glutamyl transferase (GGT),E. Elevated level of alkaline phosphatase,
Set_12: q2,Which of the following drug causes hepatocellular necrosis with inflammation?,A. Acetaminophen,B. Diclofenac sodium,C. Ibuprofen,D. Acetylsalicylic acid,E. Sucralfate,
Set_12: q3,"A 10-year-old male child comes to the pediatrician office with symptoms of yellow appearance of the skin and sclera, foul-smelling, pale stools, poor weight gain, enlarged abdomen, loss of appetite. His father died of liver cirrhosis. Physical examination shows hepatomeg - aly. What is the diagnosis?",A. Chronic viral hepatitis,B. Alpha-1 antitrypsin deficiency,C. Gilbert’s syndrome,D. Crigler–Najjar syndrome,E. Dubin–Johnson syndrome,
Set_12: q4,LDH 5 is found in which of the following organ?,A. Kidney,B. Heart,C. Liver,D. Prostate,E. Brain,
Set_12: q5,"A 45-year-old woman presents with symptoms of pruritus, fatigue, right upper quadrant pain, recurrent cholangitis, and symptoms of portal hypertension. Laboratory findings show elevated alkaline phosphatase. Cholangiogram shows evidence of characteristic bile duct changes (multifocal strictures, segmental dilations). What is the diagnosis?",A. Primary sclerosing cholangitis (PSC),B. Abdominal vascular Injuries,C. Acalculous cholecystitis,D. Autoimmune hepatitis,E. Cholangiocarcinoma,
